name surname,position,fg_pct,fg3_pct,fg2_pct,ft_pct,rebounds,asists,points_per_game
Patrick Patterson,PF,0.74,0.32,0.49,0.74,4.29,1.05,7.33
Nikola Peković,C,0.77,0.0,0.49,0.77,6.2,0.78,11.7
Dexter Pittman,C,0.11,0.0,0.32,0.11,1.43,0.05,1.08
Quincy Pondexter,SF,0.75,0.32,0.48,0.75,1.88,0.86,4.91
Andy Rautins,SG,0.5,0.25,0.67,0.5,0.2,0.6,1.6
Samardo Samuels,PF,0.63,0.0,0.43,0.63,3.07,0.43,5.47
Larry Sanders,C,0.6,0.0,0.44,0.6,4.95,0.63,5.58
Kevin Séraphin,PF,0.73,0.0,0.49,0.73,3.34,0.57,5.66
Mustafa Shakur,PG,0.52,0.05,0.2,0.52,0.5,1.2,1.3
Garret Siler,C,0.5,0.0,0.55,0.5,1.3,0.1,2.1
Ish Smith,PG,0.6,0.29,0.41,0.6,2.05,3.26,6.14
Tiago Splitter,C,0.72,0.05,0.54,0.72,4.59,1.06,7.3
Lance Stephenson,SG,0.66,0.27,0.48,0.66,3.46,2.75,7.66
Pape Sy,SF,1.0,0.0,0.4,1.0,1.0,0.7,2.3
Evan Turner,SG,0.78,0.28,0.45,0.78,4.47,3.3,9.64
Ekpe Udoh,C,0.72,0.0,0.47,0.72,3.08,0.7,3.82
Ben Uzoh,PG,0.44,0.09,0.38,0.44,2.77,2.42,3.78
Greivis Vásquez,PG,0.82,0.33,0.43,0.82,2.18,4.34,8.09
John Wall,PG,0.77,0.29,0.46,0.77,4.24,9.1,19.02
Willie Warren,PG,0.75,0.33,0.4,0.75,0.6,1.4,1.9
Hassan Whiteside,C,0.5,0.21,0.5,0.5,9.29,0.53,10.8
Lavoy Allen,PF,0.68,0.04,0.47,0.68,4.49,0.95,4.5
Gustavo Ayón,PF,0.4,0.0,0.55,0.4,4.3,1.24,4.36
Keith Benson,C,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Bismack Biyombo,C,0.57,0.0,0.53,0.57,6.16,0.53,5.19
MarShon Brooks,SG,0.75,0.38,0.46,0.75,1.92,1.26,7.58
Alec Burks,SG,0.81,0.34,0.45,0.81,3.29,1.91,10.26
Jimmy Butler,SG,0.82,0.32,0.48,0.82,5.03,3.74,17.22
Derrick Byars,PF,1.0,0.0,0.6,1.0,5.5,0.5,5.0
Norris Cole,PG,0.74,0.31,0.43,0.74,1.93,2.75,7.06
Eric Dawson,C,0.5,0.0,0.58,0.5,2.5,0.0,3.8
Justin Dentmon,PG,0.33,0.09,0.52,0.33,0.9,1.12,2.95
Jerome Dyson,PG,0.78,0.12,0.45,0.78,2.1,2.0,7.4
Kenneth Faried,PF,0.66,0.15,0.57,0.66,7.42,0.83,10.44
Jeff Foote,C,0.0,0.0,0.33,0.0,1.5,0.0,1.0
Courtney Fortson,PG,0.67,0.23,0.43,0.67,1.57,1.03,3.6
Jimmer Fredette,PG,0.8,0.38,0.39,0.8,0.73,0.93,4.31
Mickell Gladness,PF,0.33,0.0,0.4,0.33,2.07,0.23,1.83
Andrew Goudelock,SG,0.56,0.16,0.38,0.56,0.7,0.33,2.4
Jordan Hamilton,SF,0.56,0.37,0.43,0.56,3.0,0.99,6.26
Justin Harper,PF,0.17,0.29,0.33,0.17,0.93,0.27,2.67
Josh Harrellson,PF,0.61,0.31,0.58,0.61,2.5,0.27,3.0
Terrel Harris,SG,0.65,0.05,0.29,0.65,1.55,0.62,1.55
Tobias Harris,SF,0.82,0.35,0.51,0.82,6.09,2.06,15.63
Cory Higgins,PG,0.6,0.2,0.35,0.6,0.7,0.85,3.1
Darington Hobson,SG,0.0,0.0,0.29,0.0,0.6,1.2,0.8
Tyler Honeycutt,SF,0.8,0.17,0.33,0.8,1.0,0.35,1.1
Dennis Horner,PF,0.75,0.0,0.33,0.75,0.6,0.0,0.6
Kyrie Irving,PG,0.88,0.39,0.5,0.88,3.82,5.72,22.66
Reggie Jackson,PG,0.85,0.33,0.46,0.85,3.08,4.63,12.77
Charles Jenkins,PG,0.62,0.29,0.42,0.62,0.78,1.47,2.97
Carldell Johnson,PG,0.33,0.27,0.35,0.33,0.6,1.5,1.8
Ivan Johnson,PF,0.67,0.21,0.53,0.67,3.95,0.65,6.5
JaJuan Johnson,PF,0.67,0.0,0.45,0.67,1.6,0.2,3.2
Jerome Jordan,C,0.83,0.0,0.52,0.83,1.85,0.25,2.55
Cory Joseph,PG,0.77,0.31,0.47,0.77,2.39,2.69,6.32
Enes Kanter,C,0.77,0.31,0.55,0.77,8.14,0.96,12.47
D.J. Kennedy,SF,0.0,0.5,0.38,0.0,3.5,1.5,6.0
Brandon Knight,PG,0.76,0.34,0.42,0.76,2.56,3.51,11.78
Malcolm Lee,SG,0.47,0.18,0.28,0.47,1.27,0.97,2.73
Kawhi Leonard,SF,0.83,0.37,0.54,0.83,6.24,2.64,18.41
Travis Leslie,SG,0.44,0.0,0.36,0.44,0.9,0.5,1.4
Jon Leuer,PF,0.68,0.18,0.52,0.68,3.05,0.62,4.95
DeAndre Liggins,SF,0.41,0.25,0.52,0.41,1.96,0.56,2.6
Shelvin Mack,PG,0.64,0.28,0.49,0.64,1.73,2.71,5.98
Vernon Macklin,C,0.57,0.0,0.54,0.57,1.5,0.2,2.0
E\'Twaun Moore,PG,0.75,0.39,0.47,0.75,1.96,1.68,7.72
Darius Morris,PG,0.57,0.29,0.46,0.57,0.99,1.47,3.34
Marcus Morris,PF,0.72,0.35,0.47,0.72,4.27,1.29,11.27
Markieff Morris,PF,0.77,0.34,0.48,0.77,4.97,1.55,10.64
Daniel Orton,PF,0.58,0.0,0.5,0.58,2.4,0.43,2.77
Jeremy Pargo,PG,0.52,0.35,0.42,0.52,1.12,2.2,6.14
Chandler Parsons,SF,0.64,0.35,0.47,0.64,3.82,2.29,10.6
Ryan Reid,PF,0.0,0.0,0.8,0.0,0.4,0.0,1.6
Ricky Rubio,PG,0.84,0.32,0.41,0.84,4.38,7.88,11.23
Walker Russell,PG,0.64,0.31,0.35,0.64,0.9,2.1,3.0
Josh Selby,PG,0.71,0.15,0.36,0.71,0.5,0.75,2.15
Iman Shumpert,PG,0.72,0.33,0.44,0.72,3.25,1.81,6.95
Xavier Silas,SG,0.33,0.08,0.17,0.33,1.5,0.75,2.75
Chris Singleton,SF,0.66,0.3,0.39,0.66,2.97,0.5,3.9
Donald Sloan,PG,0.58,0.18,0.38,0.58,1.54,2.35,4.16
Greg Smith,C,0.39,0.0,0.62,0.39,2.76,0.2,3.12
Jerry Smith,PG,0.0,0.17,0.25,0.0,1.4,0.8,1.4
Nolan Smith,PG,0.71,0.25,0.41,0.71,1.0,1.15,3.3
Greg Stiemsma,C,0.64,0.0,0.58,0.64,2.9,0.45,2.65
Julyan Stone,SG,0.66,0.22,0.53,0.66,1.05,0.98,1.28
Isaiah Thomas,PG,0.85,0.35,0.46,0.85,2.24,4.59,16.4
Lance Thomas,PF,0.77,0.23,0.41,0.77,2.54,0.75,4.95
Malcolm Thomas,PF,0.38,0.06,0.37,0.38,2.69,0.29,1.54
Trey Thompkins,C,0.71,0.31,0.42,0.71,1.0,0.1,2.4
Klay Thompson,SG,0.85,0.42,0.49,0.85,3.44,2.3,19.39
Mychel Thompson,SG,0.0,0.36,0.23,0.0,1.0,1.4,3.6
Tristan Thompson,PF,0.6,0.04,0.53,0.6,8.69,1.08,9.41
Jeremy Tyler,C,0.49,0.0,0.34,0.49,2.18,0.14,2.12
Edwin Ubiles,SF,1.0,0.2,0.31,1.0,2.5,0.3,3.5
Jan Veselý,PF,0.37,0.0,0.52,0.37,3.48,0.5,3.68
Nikola Vučević,C,0.73,0.25,0.51,0.73,10.0,2.52,15.76
Kemba Walker,PG,0.84,0.35,0.45,0.84,3.82,5.37,19.67
Derrick Williams,PF,0.65,0.25,0.5,0.65,3.25,0.56,7.18
Elliot Williams,SG,0.43,0.38,0.36,0.43,0.88,0.82,3.35
Jordan Williams,C,0.65,0.0,0.51,0.65,3.6,0.3,4.6
Chris Wright,SF,0.59,0.0,0.56,0.59,2.2,0.4,4.45
Quincy Acy,PF,0.73,0.32,0.49,0.73,3.02,0.55,4.12
Josh Akognon,PG,0.0,0.5,0.5,0.0,0.3,0.3,1.7
Harrison Barnes,SF,0.79,0.38,0.47,0.79,4.89,1.63,14.15
Will Barton,SG,0.77,0.3,0.47,0.77,3.83,2.24,9.92
Aron Baynes,C,0.79,0.14,0.52,0.79,4.25,0.77,5.83
Kent Bazemore,SG,0.7,0.34,0.45,0.7,3.21,1.75,8.56
Bradley Beal,SG,0.8,0.38,0.48,0.8,3.93,3.91,20.69
Patrick Beverley,PG,0.76,0.38,0.45,0.76,4.26,3.36,9.12
Victor Claver,SF,0.46,0.33,0.47,0.46,2.1,0.53,2.8
Chris Copeland,PF,0.77,0.36,0.49,0.77,1.38,0.6,5.17
Jae Crowder,SF,0.78,0.33,0.52,0.78,4.14,1.54,9.49
Jared Cunningham,SG,0.68,0.27,0.43,0.68,0.76,0.46,2.31
Anthony Davis,PF,0.8,0.24,0.53,0.8,10.36,2.28,23.89
Nando De Colo,SG,0.87,0.35,0.45,0.87,1.62,1.52,3.75
Andre Drummond,C,0.48,0.17,0.56,0.48,13.66,1.52,15.03
Kim English,SG,0.72,0.28,0.45,0.72,0.9,0.6,2.9
Festus Ezeli,C,0.56,0.0,0.51,0.56,4.33,0.4,4.6
Evan Fournier,SG,0.8,0.38,0.5,0.8,2.64,2.52,13.71
Joel Freeland,PF,0.73,0.0,0.46,0.73,3.43,0.43,3.13
Diante Garrett,PG,0.67,0.29,0.38,0.67,1.1,1.65,2.8
Draymond Green,SF,0.72,0.3,0.49,0.72,6.88,5.14,8.93
Ben Hansbrough,PG,0.78,0.26,0.41,0.78,0.6,0.8,2.0
Maurice Harkless,SF,0.61,0.32,0.55,0.61,3.65,1.02,6.78
John Henson,PF,0.55,0.13,0.58,0.55,4.98,1.13,6.97
Justin Holiday,SG,0.79,0.34,0.44,0.79,2.69,1.43,7.47
Bernard James,C,0.67,0.0,0.49,0.67,2.2,0.17,2.17
John Jenkins,SG,0.79,0.41,0.43,0.79,1.23,0.7,4.04
Chris Johnson,SF,0.83,0.3,0.56,0.83,1.91,0.53,5.03
Orlando Johnson,SG,0.69,0.22,0.33,0.69,1.87,0.43,3.37
Darius Johnson-Odom,SG,0.0,0.0,0.0,0.0,0.85,0.3,0.0
DeQuan Jones,SF,0.67,0.26,0.47,0.67,1.7,0.3,3.7
Kevin Jones,PF,0.6,0.0,0.4,0.6,2.4,0.3,3.0
Perry Jones,SF,0.66,0.2,0.46,0.66,1.73,0.37,3.37
Terrence Jones,PF,0.48,0.22,0.46,0.48,4.47,0.76,7.66
Kris Joseph,SF,0.62,0.0,0.13,0.62,0.67,0.1,0.87
Michael Kidd-Gilchrist,SF,0.74,0.18,0.46,0.74,4.8,1.01,7.22
Viacheslav Kravtsov,C,0.4,0.0,0.62,0.4,1.35,0.25,2.05
Doron Lamb,SG,0.64,0.38,0.37,0.64,0.95,0.73,3.37
Jeremy Lamb,SF,0.86,0.33,0.49,0.86,3.44,1.45,9.64
Meyers Leonard,C,0.81,0.36,0.56,0.81,3.79,0.86,5.39
Damian Lillard,PG,0.89,0.37,0.49,0.89,4.19,6.56,24.44
Scott Machado,PG,1.0,0.5,0.6,1.0,0.1,0.9,1.9
Kendall Marshall,PG,0.67,0.36,0.43,0.67,1.43,4.33,4.72
Fab Melo,C,0.25,0.0,0.5,0.25,0.5,0.0,1.2
Khris Middleton,SG,0.87,0.39,0.49,0.87,4.44,3.2,15.47
Darius Miller,SF,0.69,0.3,0.43,0.69,1.36,1.14,4.62
Quincy Miller,PF,0.53,0.16,0.33,0.53,1.82,0.7,2.98
Donatas Motiejūnas,PF,0.5,0.24,0.52,0.5,3.08,0.88,5.97
Arnett Moultrie,PF,0.72,0.0,0.5,0.72,3.0,0.2,3.35
Kevin Murphy,SG,0.0,0.2,0.26,0.0,0.2,0.1,0.9
Andrew Nicholson,PF,0.75,0.22,0.48,0.75,2.57,0.4,4.77
Kyle O\'Quinn,C,0.72,0.15,0.54,0.72,4.38,1.36,5.16
Tim Ohlbrecht,C,1.0,0.0,0.33,1.0,0.3,0.3,1.0
Miles Plumlee,C,0.57,0.0,0.52,0.57,3.49,0.48,3.8
Pablo Prigioni,PG,0.87,0.36,0.53,0.87,1.83,2.75,3.6
Austin Rivers,SG,0.62,0.33,0.47,0.62,2.09,2.26,8.63
Brian Roberts,PG,0.89,0.36,0.45,0.89,1.14,1.84,5.49
Thomas Robinson,PF,0.51,0.0,0.47,0.51,4.99,0.62,5.14
Terrence Ross,SG,0.81,0.36,0.48,0.81,2.81,1.17,10.94
Robert Sacre,C,0.66,0.0,0.42,0.66,2.85,0.6,3.7
Mike Scott,PF,0.75,0.32,0.48,0.75,3.16,0.85,6.39
Tornike Shengelia,SF,0.33,0.12,0.53,0.33,0.7,0.4,1.15
Alexey Shved,SG,0.79,0.32,0.41,0.79,2.05,2.32,8.47
Henry Sims,C,0.61,0.03,0.49,0.61,4.33,0.82,6.35
Kyle Singler,SF,0.73,0.35,0.42,0.73,2.4,0.71,5.41
Jared Sullinger,PF,0.68,0.24,0.47,0.68,6.48,1.46,9.26
Jeff Taylor,SF,0.64,0.31,0.45,0.64,2.0,0.8,6.17
Tyshawn Taylor,PG,0.68,0.36,0.35,0.68,0.6,1.1,3.05
Marquis Teague,PG,0.64,0.26,0.34,0.64,1.18,2.0,2.78
Mirza Teletović,PF,0.63,0.38,0.44,0.63,3.13,0.87,7.72
Jonas Valančiūnas,C,0.78,0.21,0.57,0.78,8.85,1.09,13.29
Jarvis Varnado,PF,0.34,0.0,0.41,0.34,1.23,0.3,1.75
Dion Waiters,SG,0.65,0.33,0.44,0.65,2.61,2.53,12.48
Maalik Wayns,PG,0.69,0.19,0.41,0.69,0.45,1.05,2.45
Chris Wright,SG,0.0,0.0,0.5,0.0,0.0,0.0,0.7
Tony Wroten,SG,0.64,0.22,0.44,0.64,2.38,2.98,10.22
Luke Zeller,C,0.0,0.2,0.38,0.0,0.6,0.2,1.2
Tyler Zeller,C,0.63,0.06,0.47,0.63,4.01,0.72,6.11
Steven Adams,C,0.56,0.05,0.58,0.56,7.69,1.2,9.86
Giannis Antetokounmpo,SF,0.72,0.27,0.55,0.72,9.1,4.36,20.49
Pero Antić,C,0.74,0.31,0.5,0.74,3.6,1.0,6.35
Chris Babb,SG,0.0,0.22,0.67,0.0,1.2,0.2,1.6
Anthony Bennett,PF,0.73,0.26,0.44,0.73,2.85,0.4,3.98
Vander Blue,SG,0.37,0.07,0.45,0.37,1.9,1.63,4.43
Lorenzo Brown,PG,0.81,0.16,0.45,0.81,1.34,1.62,2.72
Reggie Bullock,SF,0.78,0.34,0.44,0.78,2.0,1.0,6.14
Trey Burke,PG,0.8,0.38,0.46,0.8,1.84,3.21,10.15
Dwight Buycks,PG,0.89,0.42,0.38,0.89,1.67,1.67,6.4
Nick Calathes,SG,0.57,0.28,0.47,0.57,1.85,2.7,4.55
Kentavious Caldwell-Pope,SG,0.79,0.35,0.48,0.79,3.19,1.63,11.57
Isaiah Canaan,PG,0.71,0.32,0.36,0.71,1.71,2.12,6.58
Michael Carter-Williams,PG,0.7,0.25,0.43,0.7,4.03,4.2,9.53
Dionte Christmas,SF,0.75,0.29,0.42,0.75,1.2,0.3,2.3
Ian Clark,SG,0.87,0.33,0.46,0.87,1.01,0.89,4.15
Robert Covington,SF,0.72,0.36,0.53,0.72,5.49,1.3,11.82
Allen Crabbe,SG,0.75,0.36,0.46,0.75,2.33,0.98,6.91
Seth Curry,PG,0.42,0.47,0.25,0.42,1.3,0.94,5.55
Troy Daniels,SG,0.64,0.38,0.44,0.64,1.05,0.53,5.53
Gigi Datome,SF,0.7,0.34,0.5,0.7,1.38,0.45,4.08
Brandon Davies,PF,0.67,0.23,0.43,0.67,2.58,0.82,4.17
Dewayne Dedmon,C,0.71,0.11,0.49,0.71,5.26,0.51,5.29
Matthew Dellavedova,SG,0.85,0.35,0.4,0.85,1.66,3.57,5.21
Gorgui Dieng,C,0.77,0.39,0.53,0.77,6.0,1.28,7.66
Shane Edwards,SF,0.0,0.0,0.33,0.0,1.0,0.0,1.0
Vítor Luiz Faverani,C,0.65,0.3,0.49,0.65,3.5,0.4,4.4
Carrick Felix,SG,0.75,0.4,0.56,0.75,0.9,0.6,2.7
Jamaal Franklin,SG,0.5,0.48,0.2,0.5,0.9,0.65,1.45
Rudy Gobert,C,0.61,0.0,0.61,0.61,10.54,1.3,11.19
Archie Goodwin,SG,0.76,0.3,0.5,0.76,1.7,1.23,6.4
Jorge Gutiérrez,PG,0.74,0.05,0.58,0.74,1.18,1.34,2.78
Justin Hamilton,C,0.75,0.28,0.46,0.75,2.34,0.53,4.43
Tim Hardaway Jr.,SG,0.82,0.35,0.49,0.82,2.83,1.94,14.29
Elias Harris,SF,0.0,0.0,0.0,0.0,0.5,0.5,0.0
Solomon Hill,SF,0.76,0.32,0.45,0.76,2.84,1.47,4.91
Scotty Hopson,SG,0.5,0.0,0.0,0.5,0.0,0.75,0.75
Robbie Hummel,SF,0.88,0.34,0.46,0.88,2.75,0.5,3.9
Sergey Karasev,SF,0.86,0.27,0.5,0.86,1.4,0.87,2.9
Ryan Kelly,PF,0.79,0.3,0.37,0.79,2.75,1.12,5.05
Ognjen Kuzmić,C,0.73,0.0,0.53,0.73,1.05,0.25,1.0
Shane Larkin,PG,0.77,0.33,0.44,0.77,1.8,2.68,5.15
Ricky Ledo,SG,0.74,0.29,0.25,0.74,1.38,0.75,3.65
Alex Len,C,0.68,0.29,0.54,0.68,5.99,0.8,7.5
Ray McCallum,PG,0.74,0.35,0.4,0.74,1.62,2.16,5.2
CJ McCollum,SG,0.79,0.39,0.48,0.79,3.11,2.91,17.21
Ben McLemore,SG,0.76,0.37,0.48,0.76,2.24,0.94,8.33
Gal Mekel,PG,0.33,0.12,0.28,0.33,0.6,2.65,1.95
Tony Mitchell,PF,0.58,1.0,0.36,0.58,1.2,0.1,1.0
Tony Mitchell,SF,0.0,0.0,0.75,0.0,0.3,0.3,2.0
Shabazz Muhammad,SG,0.76,0.31,0.5,0.76,2.51,0.5,7.87
Erik Murphy,C,0.0,0.0,0.3,0.0,0.3,0.1,0.3
Toure\' Murry,PG,0.65,0.1,0.33,0.65,0.35,0.38,1.35
Mike Muscala,PF,0.85,0.33,0.54,0.85,3.14,0.91,5.66
Nemanja Nedović,SG,0.88,0.17,0.24,0.88,0.6,0.5,1.1
James Nunnally,SF,0.67,0.32,0.33,0.67,0.97,0.62,3.3
Victor Oladipo,PG,0.79,0.34,0.48,0.79,4.59,3.87,17.14
Kelly Olynyk,C,0.78,0.37,0.55,0.78,4.83,1.86,9.67
Arinze Onuaku,PF,0.28,0.0,0.36,0.28,1.74,0.52,1.32
Mason Plumlee,C,0.56,0.02,0.58,0.56,6.36,2.46,8.66
Otto Porter,SF,0.78,0.38,0.5,0.78,4.73,1.66,11.52
Phil Pressey,PG,0.58,0.21,0.42,0.58,1.36,3.06,3.18
Miroslav Raduljica,C,0.91,0.0,0.46,0.91,1.65,0.25,2.7
Glen Rice Jr.,SG,0.69,0.22,0.28,0.69,1.3,0.5,2.55
Andre Roberson,SG,0.5,0.23,0.56,0.5,3.92,0.82,4.1
Dennis Schröder,PG,0.81,0.32,0.47,0.81,2.76,4.43,13.77
Peyton Siva,SG,0.73,0.28,0.34,0.73,0.6,1.4,2.3
Chris Smith,PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Snell,SG,0.85,0.38,0.49,0.85,2.3,1.2,6.46
James Southerland,SF,0.33,0.37,0.17,0.33,1.57,0.0,2.73
D.J. Stephens,SG,0.5,0.0,0.46,0.5,0.85,0.0,2.15
Adonis Thomas,SF,0.67,0.23,0.57,0.67,0.43,0.5,2.53
Hollis Thompson,SF,0.69,0.36,0.42,0.69,3.02,1.02,6.5
Casper Ware,PG,0.83,0.33,0.52,0.83,1.0,1.1,5.3
Royce White,PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Withey,C,0.67,0.04,0.56,0.67,2.24,0.24,2.96
Nate Wolters,PG,0.35,0.06,0.37,0.35,1.58,1.28,2.72
Cody Zeller,C,0.73,0.33,0.53,0.73,6.01,1.4,8.7
Jordan Adams,SG,0.6,0.2,0.41,0.6,0.95,1.0,3.3
Furkan Aldemir,PF,0.48,0.0,0.55,0.48,4.3,0.7,2.3
Kyle Anderson,SF,0.69,0.31,0.5,0.69,3.95,1.97,5.3
Cameron Bairstow,PF,0.84,0.1,0.28,0.84,1.0,0.2,1.25
Jerrelle Benimon,PF,0.0,0.0,0.0,0.0,1.5,0.0,0.0
Sim Bhullar,C,0.0,0.0,0.5,0.0,0.3,0.3,0.7
Tarik Black,C,0.54,0.1,0.57,0.54,4.92,0.53,5.0
Bojan Bogdanović,SF,0.87,0.39,0.51,0.87,3.45,1.45,14.16
Jabari Brown,SG,0.75,0.37,0.43,0.75,1.9,2.1,11.9
Markel Brown,SG,0.53,0.26,0.45,0.53,1.87,0.93,3.93
Bruno Caboclo,SF,0.51,0.25,0.38,0.51,1.67,0.44,2.58
Clint Capela,C,0.47,0.0,0.61,0.47,9.13,0.88,11.12
Will Cherry,PG,0.5,0.22,0.3,0.5,0.6,1.0,1.9
Patrick Christopher,SG,0.0,0.0,0.38,0.0,1.5,0.0,1.5
Jordan Clarkson,PG,0.82,0.35,0.51,0.82,2.91,2.45,14.53
Jack Cooley,C,0.58,0.0,0.44,0.58,2.95,0.5,3.7
Bryce Cotton,PG,0.21,0.09,0.6,0.21,0.3,0.6,2.1
Andre Dawkins,SG,0.0,0.17,0.0,0.0,0.5,0.3,0.8
Spencer Dinwiddie,PG,0.78,0.27,0.45,0.78,2.45,4.33,11.07
Zoran Dragić,SG,0.59,0.18,0.54,0.59,0.5,0.3,1.67
Larry Drew II,PG,0.17,0.25,0.32,0.17,0.55,1.65,2.08
Cleanthony Early,SF,0.75,0.26,0.37,0.75,2.0,0.65,3.6
James Ennis,SF,0.72,0.32,0.5,0.72,2.9,0.88,6.55
Tyler Ennis,PG,0.77,0.33,0.44,0.77,1.14,1.94,4.12
Dante Exum,PG,0.78,0.32,0.5,0.78,1.77,1.84,5.47
Tim Frazier,PG,0.68,0.33,0.43,0.68,2.44,4.33,5.46
Langston Galloway,PG,0.82,0.38,0.41,0.82,2.48,1.67,8.35
Aaron Gordon,PF,0.7,0.31,0.51,0.7,6.37,2.32,12.52
Drew Gordon,PF,0.5,0.0,0.5,0.5,2.0,0.2,1.9
Jerami Grant,SF,0.64,0.3,0.5,0.64,3.56,0.89,8.61
Erick Green,PG,0.71,0.19,0.35,0.71,0.62,0.45,1.75
JaMychal Green,PF,0.7,0.27,0.57,0.7,5.08,0.69,6.86
P.J. Hairston,SG,0.79,0.28,0.43,0.79,2.48,0.55,6.18
Gary Harris,SG,0.8,0.34,0.5,0.8,2.58,2.08,11.9
Joe Harris,SG,0.61,0.39,0.44,0.61,2.6,1.33,8.42
Rodney Hood,SG,0.83,0.38,0.48,0.83,2.71,1.73,12.22
Joe Ingles,SF,0.75,0.4,0.51,0.75,3.23,3.65,8.28
Cory Jefferson,PF,0.62,0.07,0.45,0.62,2.45,0.15,3.25
Grant Jerrett,PF,0.67,0.05,0.54,0.67,1.2,0.43,2.13
Nick Johnson,SG,0.68,0.24,0.39,0.68,1.4,0.4,2.6
Tyler Johnson,SG,0.8,0.35,0.46,0.8,2.93,2.51,9.75
Sean Kilpatrick,SG,0.91,0.33,0.5,0.91,1.86,1.03,8.23
Alex Kirk,C,1.0,0.0,0.25,1.0,0.2,0.2,0.8
Joffrey Lauvergne,C,0.67,0.24,0.49,0.67,3.65,0.85,5.25
Zach LaVine,PG,0.82,0.37,0.48,0.82,3.73,3.57,18.15
Kalin Lucas,PG,0.5,0.0,0.0,0.5,1.5,0.5,1.0
Devyn Marble,SG,0.36,0.22,0.39,0.36,1.65,0.75,2.2
James Michael McAdoo,PF,0.65,0.26,0.41,0.65,1.6,0.2,3.12
K.J. McDaniels,SG,0.77,0.25,0.49,0.77,1.99,0.56,4.84
Doug McDermott,SF,0.8,0.4,0.5,0.8,2.28,0.84,7.98
Mitch McGary,PF,0.51,0.0,0.56,0.51,3.05,0.3,3.8
Jerel McNeal,PG,1.0,0.5,0.22,1.0,0.5,0.3,1.5
Elijah Millsap,SG,0.63,0.13,0.31,0.63,2.67,0.9,2.87
Nikola Mirotić,PF,0.82,0.36,0.52,0.82,6.56,1.33,13.68
Eric Moreland,PF,0.15,0.33,0.45,0.15,2.85,0.52,1.17
Shabazz Napier,PG,0.81,0.34,0.45,0.81,2.1,2.99,7.81
Nerlens Noel,C,0.68,0.1,0.57,0.68,6.06,1.07,7.97
Lucas Nogueira,C,0.59,0.21,0.58,0.59,2.38,0.38,2.53
Jusuf Nurkić,C,0.66,0.04,0.49,0.66,8.1,2.19,12.0
Johnny O\'Bryant,PF,0.72,0.47,0.45,0.72,2.08,0.53,3.6
Kostas Papanikolaou,SF,0.68,0.3,0.41,0.68,2.1,1.3,3.4
Jabari Parker,PF,0.75,0.3,0.56,0.75,5.72,2.07,14.04
Adreian Payne,PF,0.67,0.23,0.47,0.67,2.92,0.48,4.3
Elfrid Payton,PG,0.64,0.28,0.49,0.64,4.51,6.61,11.31
Dwight Powell,PF,0.71,0.23,0.62,0.71,3.56,0.76,6.16
Julius Randle,PF,0.6,0.23,0.49,0.6,7.53,2.37,13.92
Glenn Robinson III,SG-SF,0.76,0.33,0.48,0.76,2.46,0.77,5.82
Damjan Rudež,SF,0.57,0.35,0.55,0.57,0.63,0.5,2.97
JaKarr Sampson,SF,0.68,0.28,0.55,0.68,3.41,0.69,7.13
Marcus Smart,PG,0.77,0.31,0.44,0.77,3.6,4.07,9.92
Russ Smith,PG,0.62,0.19,0.38,0.62,0.53,0.68,2.25
Nik Stauskas,SG,0.84,0.33,0.4,0.84,1.76,1.21,5.57
David Stockton,PG,0.75,0.58,0.12,0.75,0.35,1.5,3.0
Jarnell Stokes,PF,0.41,0.0,0.55,0.41,0.96,0.3,1.38
Noah Vonleh,PF,0.67,0.36,0.54,0.67,4.66,0.69,4.48
T.J. Warren,SF,0.77,0.33,0.54,0.77,3.93,1.15,14.82
David Wear,PF,0.0,0.0,0.0,0.0,1.0,0.5,0.0
Travis Wear,SF,0.88,0.36,0.36,0.88,2.15,0.6,4.15
Shayne Whittington,PF,0.64,0.08,0.53,0.64,1.6,0.35,2.25
Andrew Wiggins,SF,0.72,0.33,0.48,0.72,4.54,2.74,20.07
C.J. Wilcox,SG,0.92,0.32,0.39,0.92,0.43,0.43,2.0
James Young,SG,0.53,0.28,0.52,0.53,0.87,0.27,2.38
Cliff Alexander,PF,0.0,0.0,0.5,0.0,0.8,0.0,1.3
Justin Anderson,SF,0.74,0.29,0.52,0.74,2.7,0.77,5.51
Thanasis Antetokounmpo,SF,0.21,0.0,0.82,0.21,0.85,0.4,2.9
Keith Appling,PG,1.0,0.0,0.4,1.0,0.2,0.2,1.2
Nemanja Bjelica,PF,0.77,0.39,0.54,0.77,4.72,1.72,7.84
Devin Booker,SG,0.87,0.35,0.49,0.87,3.7,4.8,22.8
Anthony Brown,SF,0.17,0.43,0.36,0.17,2.36,0.82,3.84
Willie Cauley-Stein,C,0.61,0.11,0.57,0.61,5.97,1.44,8.59
Rakeem Christmas,PF,0.36,0.0,0.72,0.36,1.45,0.05,3.0
Coty Clarke,SF,0.0,1.0,0.0,0.0,0.3,0.0,2.0
Pat Connaughton,SG,0.82,0.35,0.51,0.82,2.52,1.14,4.26
Branden Dawson,PF,1.0,0.0,0.4,1.0,0.7,0.0,0.8
